Location,Gender,Smoking Behavior,Smoking Percentage,Age,Smoking Duration,Cigarettes per day,Previous Quit Attempts,Craving Level,Stress Level,Physical Activity,Support System,Nicotine Dependence Score,Reason for Start Smoking,Quit Success
New Jersey,Overall,Cigarette Use (Youth),27.6,29,18,11,3,High,Low,Sedentary,Family & Friends,2,Family Influence,Yes
Maryland,Overall,Smokeless Tobacco Use (Youth),5.0,39,38,6,6,High,Medium,Moderate,Professional Help,2,Media Influence,Yes
Michigan,Overall,Smokeless Tobacco Use (Youth),8.5,23,7,23,1,Low,High,Moderate,None,8,Curiosity,No
North Dakota,Male,Cessation (Youth),57.3,53,33,9,2,High,High,Active,Family & Friends,6,Family Influence,No
Connecticut,Female,Smokeless Tobacco Use (Youth),4.1,53,6,16,3,Medium,Low,Moderate,Professional Help,8,Peer Pressure,No
Iowa,Female,Smokeless Tobacco Use (Youth),0.3,39,18,38,5,Low,High,Sedentary,Family & Friends,1,Family Influence,Yes
New Jersey,Overall,Smokeless Tobacco Use (Youth),3.1,31,22,19,8,Low,Medium,Moderate,None,6,Family Influence,No
Vermont,Male,Cigarette Use (Youth),13.8,33,39,13,3,Low,Medium,Moderate,Professional Help,7,Curiosity,No
Kentucky,Female,Cigarette Use (Youth),8.2,53,9,32,5,High,Low,Active,Family & Friends,3,Media Influence,Yes
Mississippi,Male,Cigarette Use (Youth),3.5,42,35,36,6,High,Low,Active,Family & Friends,9,Curiosity,No
Connecticut,Male,Cessation (Youth),46.3,49,23,9,3,Low,High,Sedentary,None,3,Family Influence,No
Georgia,Overall,Cigarette Use (Youth),1.6,50,12,37,5,Medium,High,Active,None,1,Curiosity,No
Kentucky,Overall,Cigarette Use (Youth),54.5,53,24,31,2,High,High,Sedentary,Family & Friends,1,Family Influence,Yes
Oklahoma,Male,Smokeless Tobacco Use (Youth),1.0,37,9,31,4,High,Low,Sedentary,Professional Help,3,Curiosity,Yes
Nebraska,Female,Cigarette Use (Youth),3.3,35,13,19,9,High,Low,Sedentary,Professional Help,3,Stress Relief,Yes
Pennsylvania,Male,Smokeless Tobacco Use (Youth),1.9,55,17,2,3,Medium,Low,Sedentary,Family & Friends,4,Stress Relief,Yes
New Jersey,Male,Smokeless Tobacco Use (Youth),6.8,20,7,32,6,High,Medium,Active,None,9,Family Influence,No
District of Columbia,Overall,Smokeless Tobacco Use (Youth),9.9,40,17,34,5,High,High,Sedentary,Professional Help,9,Curiosity,No
Indiana,Male,Cigarette Use (Youth),19.0,49,24,1,6,Medium,Low,Sedentary,Professional Help,9,Family Influence,No
Wisconsin,Male,Smokeless Tobacco Use (Youth),0.7,33,2,21,5,Medium,Low,Moderate,None,8,Curiosity,No
Georgia,Male,Cigarette Use (Youth),20.9,22,35,3,1,High,Low,Sedentary,None,8,Media Influence,No
New Jersey,Overall,Cigarette Use (Youth),3.5,21,28,27,6,Low,High,Moderate,None,6,Curiosity,No
New Jersey,Overall,Smokeless Tobacco Use (Youth),0.7,38,19,7,7,Low,High,Active,Family & Friends,5,Curiosity,No
Pennsylvania,Male,Smokeless Tobacco Use (Youth),6.5,57,33,33,6,Medium,Medium,Moderate,Family & Friends,9,Family Influence,No
Indiana,Female,Cigarette Use (Youth),17.5,31,21,9,3,High,Medium,Active,Family & Friends,4,Curiosity,Yes
South Dakota,Overall,Cessation (Youth),61.2,56,10,30,3,Medium,Medium,Active,None,3,Family Influence,No
Alabama,Female,Cigarette Use (Youth),25.3,48,9,18,4,Medium,Medium,Moderate,Family & Friends,1,Family Influence,Yes
New Jersey,Overall,Cessation (Youth),44.5,31,38,26,8,Low,Low,Active,None,3,Peer Pressure,No
Hawaii,Overall,Cigarette Use (Youth),4.0,23,6,20,4,Medium,Medium,Active,Family & Friends,6,Family Influence,No
North Carolina,Male,Smokeless Tobacco Use (Youth),18.1,29,35,38,1,Medium,Low,Active,Family & Friends,0,Curiosity,Yes
North Dakota,Female,Cigarette Use (Youth),1.9,33,18,31,4,High,Low,Moderate,Professional Help,2,Stress Relief,Yes
Missouri,Overall,Cessation (Youth),61.9,34,19,8,2,High,High,Active,None,3,Media Influence,No
Arizona,Male,Smokeless Tobacco Use (Youth),3.3,40,5,23,9,Medium,Low,Sedentary,Professional Help,6,Curiosity,No
North Carolina,Overall,Cessation (Youth),66.5,31,25,25,7,Medium,High,Moderate,None,2,Curiosity,No
Arkansas,Overall,Smokeless Tobacco Use (Youth),6.7,24,11,1,9,High,Medium,Sedentary,Family & Friends,3,Curiosity,Yes
New Jersey,Female,Cigarette Use (Youth),38.6,49,10,18,9,Low,Medium,Moderate,Family & Friends,0,Peer Pressure,Yes
Delaware,Overall,Cigarette Use (Youth),9.4,32,17,19,1,High,High,Sedentary,Family & Friends,0,Stress Relief,Yes
Kentucky,Overall,Cessation (Youth),52.8,34,36,6,3,High,High,Active,None,9,Curiosity,No
South Carolina,Male,Cigarette Use (Youth),12.9,58,26,17,4,High,Medium,Sedentary,None,2,Family Influence,No
Ohio,Overall,Smokeless Tobacco Use (Youth),2.8,51,31,8,3,High,Low,Sedentary,Family & Friends,6,Stress Relief,No
Utah,Male,Smokeless Tobacco Use (Youth),2.2,22,32,9,4,High,Low,Sedentary,Professional Help,5,Stress Relief,No
New Hampshire,Female,Cigarette Use (Youth),12.3,44,21,37,9,Low,High,Moderate,Family & Friends,4,Curiosity,Yes
New Jersey,Male,Cessation (Youth),48.5,40,18,27,3,High,Low,Active,Family & Friends,7,Family Influence,No
Alabama,Female,Smokeless Tobacco Use (Youth),2.2,57,18,36,2,High,Low,Active,Family & Friends,7,Stress Relief,No
Nebraska,Overall,Cigarette Use (Youth),8.5,31,1,6,0,Low,Medium,Sedentary,Family & Friends,3,Media Influence,Yes
Pennsylvania,Male,Smokeless Tobacco Use (Youth),5.3,32,14,6,3,Medium,High,Sedentary,Professional Help,9,Family Influence,No
South Dakota,Overall,Smokeless Tobacco Use (Youth),5.6,50,8,4,8,Low,Medium,Moderate,Professional Help,5,Stress Relief,No
Hawaii,Overall,Cigarette Use (Youth),24.5,48,2,22,0,High,Low,Sedentary,Professional Help,0,Stress Relief,Yes
Mississippi,Overall,Smokeless Tobacco Use (Youth),4.5,52,15,27,6,Medium,Low,Sedentary,None,9,Family Influence,No
Mississippi,Overall,Smokeless Tobacco Use (Youth),18.6,34,34,37,2,Low,Medium,Sedentary,Family & Friends,9,Peer Pressure,No
North Carolina,Male,Cessation (Youth),62.7,45,36,2,7,Medium,Low,Moderate,None,8,Family Influence,No
Arizona,Male,Smokeless Tobacco Use (Youth),2.3,36,1,9,5,Low,Low,Sedentary,Family & Friends,4,Media Influence,Yes
Rhode Island,Overall,Smokeless Tobacco Use (Youth),5.8,40,21,11,0,Low,Medium,Sedentary,Professional Help,7,Peer Pressure,No
Idaho,Female,Smokeless Tobacco Use (Youth),5.9,49,1,20,9,Medium,Low,Sedentary,Family & Friends,9,Curiosity,No
Indiana,Overall,Smokeless Tobacco Use (Youth),2.5,57,32,39,4,Medium,Medium,Moderate,Professional Help,9,Peer Pressure,No
Georgia,Female,Smokeless Tobacco Use (Youth),1.6,30,20,14,7,Medium,High,Moderate,Family & Friends,0,Media Influence,Yes
Louisiana,Male,Cigarette Use (Youth),3.2,37,36,26,2,Medium,Low,Active,Family & Friends,3,Media Influence,Yes
Alabama,Female,Cigarette Use (Youth),39.6,52,39,38,3,High,Low,Moderate,Professional Help,1,Media Influence,Yes
Delaware,Overall,Cigarette Use (Youth),1.5,22,30,30,6,Low,Medium,Active,Family & Friends,1,Stress Relief,Yes
Nebraska,Female,Cessation (Youth),56.4,26,7,36,5,High,High,Active,Professional Help,1,Peer Pressure,Yes
Wyoming,Male,Smokeless Tobacco Use (Youth),3.3,46,22,38,6,Low,Low,Sedentary,Professional Help,1,Media Influence,Yes
Texas,Male,Smokeless Tobacco Use (Youth),14.1,23,10,35,8,High,Low,Active,Family & Friends,7,Peer Pressure,No
Mississippi,Overall,Smokeless Tobacco Use (Youth),5.8,42,8,6,8,High,High,Sedentary,Professional Help,5,Peer Pressure,No
Oklahoma,Overall,Cigarette Use (Youth),4.1,48,27,3,1,Low,Low,Moderate,None,8,Curiosity,No
Iowa,Overall,Smokeless Tobacco Use (Youth),13.8,39,10,1,2,High,Medium,Moderate,None,1,Curiosity,No
Tennessee,Overall,Cigarette Use (Youth),3.8,19,14,18,3,Medium,High,Active,Family & Friends,0,Curiosity,Yes
Oklahoma,Female,Smokeless Tobacco Use (Youth),2.4,22,11,23,5,Medium,High,Sedentary,Professional Help,7,Stress Relief,No
Ohio,Overall,Cigarette Use (Youth),5.0,44,6,32,4,High,Low,Active,None,9,Stress Relief,No
Oklahoma,Female,Cigarette Use (Youth),55.9,42,21,29,5,High,High,Active,None,2,Curiosity,No
Indiana,Overall,Cigarette Use (Youth),43.6,25,33,23,7,Low,High,Moderate,Professional Help,2,Media Influence,Yes
Pennsylvania,Overall,Smokeless Tobacco Use (Youth),20.7,18,19,36,1,Low,High,Active,None,7,Family Influence,No
Connecticut,Female,Cigarette Use (Youth),0.4,37,39,6,5,High,Low,Sedentary,None,4,Stress Relief,No
North Dakota,Overall,Smokeless Tobacco Use (Youth),10.0,40,24,17,8,Low,High,Moderate,Family & Friends,7,Family Influence,No
Wisconsin,Male,Cigarette Use (Youth),14.6,49,18,18,4,Medium,Low,Moderate,Family & Friends,1,Stress Relief,Yes
Mississippi,Female,Cigarette Use (Youth),3.6,28,35,31,0,Medium,High,Active,Professional Help,9,Peer Pressure,No
Mississippi,Male,Cigarette Use (Youth),0.3,56,37,6,7,Medium,Medium,Active,Professional Help,8,Media Influence,No
Missouri,Overall,Smokeless Tobacco Use (Youth),20.3,41,19,34,3,Low,High,Active,None,1,Stress Relief,No
North Carolina,Overall,Smokeless Tobacco Use (Youth),3.0,28,24,27,7,Low,High,Sedentary,Family & Friends,8,Peer Pressure,No
New Jersey,Female,Cigarette Use (Youth),33.8,46,34,36,3,Low,High,Active,Professional Help,9,Media Influence,No
Delaware,Overall,Cessation (Youth),41.4,43,22,25,7,Low,Medium,Sedentary,None,5,Stress Relief,No
Tennessee,Male,Cigarette Use (Youth),28.7,33,4,10,8,High,High,Active,Family & Friends,4,Media Influence,Yes
North Carolina,Female,Smokeless Tobacco Use (Youth),7.7,52,10,39,4,High,Medium,Active,Professional Help,6,Stress Relief,No
Arizona,Female,Smokeless Tobacco Use (Youth),0.3,37,2,39,4,High,Medium,Moderate,Family & Friends,6,Curiosity,No
Maryland,Male,Cigarette Use (Youth),23.3,20,8,12,1,High,Medium,Moderate,None,3,Stress Relief,No
Hawaii,Overall,Smokeless Tobacco Use (Youth),7.7,18,33,11,8,Medium,Low,Sedentary,None,6,Stress Relief,No
Minnesota,Overall,Smokeless Tobacco Use (Youth),3.3,18,38,3,3,Low,Low,Active,None,2,Peer Pressure,No
North Dakota,Male,Smokeless Tobacco Use (Youth),0.8,34,28,22,2,Medium,Medium,Sedentary,Family & Friends,2,Curiosity,Yes
New Hampshire,Male,Smokeless Tobacco Use (Youth),5.0,19,10,4,1,Low,Low,Moderate,Professional Help,6,Family Influence,No
New Jersey,Male,Smokeless Tobacco Use (Youth),6.6,46,1,8,2,High,Medium,Moderate,Professional Help,0,Media Influence,Yes
Connecticut,Male,Smokeless Tobacco Use (Youth),8.2,37,34,14,3,Medium,Low,Moderate,None,7,Family Influence,No
North Carolina,Female,Smokeless Tobacco Use (Youth),0.4,23,3,20,8,Low,Low,Moderate,None,1,Family Influence,No
Minnesota,Female,Cigarette Use (Youth),3.5,25,9,24,5,High,High,Sedentary,None,0,Curiosity,No
Illinois,Male,Smokeless Tobacco Use (Youth),0.1,46,5,14,9,Low,Low,Active,None,5,Curiosity,No
Pennsylvania,Female,Smokeless Tobacco Use (Youth),0.2,50,10,28,4,Low,Low,Sedentary,Family & Friends,3,Curiosity,Yes
Iowa,Male,Cigarette Use (Youth),1.0,20,12,16,8,High,High,Active,None,6,Peer Pressure,No
Nebraska,Female,Smokeless Tobacco Use (Youth),2.3,52,18,32,7,Medium,Medium,Moderate,None,2,Peer Pressure,No
Mississippi,Female,Cigarette Use (Youth),21.7,22,21,12,5,Low,High,Sedentary,Professional Help,1,Media Influence,Yes
Georgia,Male,Smokeless Tobacco Use (Youth),28.4,44,21,16,2,High,Low,Active,Family & Friends,3,Curiosity,Yes
New Hampshire,Female,Cigarette Use (Youth),37.5,29,1,19,6,Low,Low,Active,None,3,Family Influence,No
Michigan,Overall,Cessation (Youth),42.9,37,3,5,9,Low,Medium,Moderate,Family & Friends,3,Media Influence,Yes
Illinois,Female,Cigarette Use (Youth),10.4,37,5,12,5,Low,Low,Active,None,2,Peer Pressure,No
Alabama,Overall,Smokeless Tobacco Use (Youth),1.6,26,25,29,7,Medium,High,Active,Family & Friends,6,Stress Relief,No
Nebraska,Male,Cigarette Use (Youth),38.8,56,8,5,5,Medium,Medium,Sedentary,None,4,Stress Relief,No
North Carolina,Overall,Smokeless Tobacco Use (Youth),15.9,21,17,17,9,Medium,High,Moderate,None,3,Media Influence,No
Alabama,Female,Smokeless Tobacco Use (Youth),10.7,36,9,8,3,Medium,Low,Moderate,Family & Friends,4,Peer Pressure,Yes
South Dakota,Female,Cigarette Use (Youth),1.0,55,32,30,9,High,Medium,Active,None,6,Media Influence,No
North Dakota,Overall,Cessation (Youth),54.7,44,6,10,6,Medium,Low,Active,None,3,Peer Pressure,No
Hawaii,Overall,Smokeless Tobacco Use (Youth),1.5,30,21,20,6,Low,Low,Moderate,Family & Friends,9,Curiosity,No
Arkansas,Overall,Smokeless Tobacco Use (Youth),16.3,30,7,16,7,High,High,Moderate,Professional Help,4,Stress Relief,Yes
South Carolina,Overall,Cigarette Use (Youth),33.6,39,7,16,1,Low,Low,Moderate,Professional Help,5,Family Influence,No
South Carolina,Female,Cigarette Use (Youth),0.9,45,39,3,5,Medium,High,Active,None,5,Curiosity,No
Delaware,Overall,Cigarette Use (Youth),3.7,39,27,23,2,Low,Low,Active,Family & Friends,6,Family Influence,No
Oklahoma,Male,Smokeless Tobacco Use (Youth),36.9,36,8,22,7,Low,High,Moderate,Professional Help,9,Media Influence,No
Pennsylvania,Male,Cigarette Use (Youth),4.4,25,9,28,3,Low,High,Moderate,Family & Friends,2,Stress Relief,Yes
Delaware,Overall,Cessation (Youth),63.1,25,28,36,3,Low,Medium,Active,Professional Help,7,Family Influence,No
Delaware,Female,Cigarette Use (Youth),39.8,59,15,4,1,Medium,Medium,Active,None,4,Media Influence,No
Connecticut,Male,Cigarette Use (Youth),12.0,43,2,38,5,Low,Low,Active,Family & Friends,0,Peer Pressure,Yes
New Jersey,Male,Cigarette Use (Youth),0.9,43,7,24,5,Low,Low,Sedentary,None,3,Curiosity,No
Ohio,Overall,Cigarette Use (Youth),4.5,40,18,19,0,Low,Medium,Moderate,None,3,Peer Pressure,No
Rhode Island,Overall,Cessation (Youth),48.8,30,22,11,7,Low,High,Sedentary,None,7,Curiosity,No
Connecticut,Overall,Cigarette Use (Youth),63.0,45,10,39,2,Medium,High,Sedentary,Family & Friends,9,Stress Relief,No
Minnesota,Male,Cessation (Youth),38.6,26,33,18,0,Low,Medium,Active,Professional Help,8,Family Influence,No
Arizona,Male,Smokeless Tobacco Use (Youth),9.2,37,7,12,9,High,Medium,Moderate,None,2,Peer Pressure,No
Tennessee,Overall,Cessation (Youth),57.8,36,3,14,0,High,Low,Active,Family & Friends,9,Peer Pressure,No
Indiana,Overall,Cigarette Use (Youth),18.3,56,14,18,0,Low,High,Active,Professional Help,0,Family Influence,Yes
Delaware,Overall,Smokeless Tobacco Use (Youth),2.5,29,36,12,4,Low,Medium,Active,None,7,Family Influence,No
Ohio,Female,Cessation (Youth),66.5,32,13,27,4,Medium,High,Active,Professional Help,8,Media Influence,No
Michigan,Male,Cigarette Use (Youth),8.6,48,16,6,0,High,High,Moderate,Professional Help,3,Curiosity,Yes
Illinois,Male,Smokeless Tobacco Use (Youth),3.4,31,16,24,4,Medium,Medium,Moderate,Family & Friends,4,Media Influence,Yes
California,Female,Cigarette Use (Youth),24.9,28,5,33,6,Low,High,Active,Family & Friends,3,Peer Pressure,Yes
North Carolina,Male,Smokeless Tobacco Use (Youth),1.0,43,25,16,4,High,Low,Sedentary,Family & Friends,3,Family Influence,Yes
Kentucky,Overall,Smokeless Tobacco Use (Youth),13.5,59,38,12,8,High,Medium,Active,Professional Help,2,Stress Relief,Yes
New Hampshire,Male,Cessation (Youth),48.9,44,38,31,3,Medium,High,Sedentary,Professional Help,9,Peer Pressure,No
New Hampshire,Male,Cigarette Use (Youth),19.1,28,38,37,8,Low,Medium,Sedentary,Family & Friends,3,Peer Pressure,Yes
New York,Overall,Smokeless Tobacco Use (Youth),14.5,55,39,13,7,High,Medium,Active,Professional Help,8,Curiosity,No
Utah,Overall,Smokeless Tobacco Use (Youth),5.7,51,26,8,0,Medium,High,Moderate,Professional Help,6,Media Influence,No
Louisiana,Male,Cigarette Use (Youth),16.9,36,13,38,3,High,Low,Active,Professional Help,5,Curiosity,No
Michigan,Female,Cigarette Use (Youth),32.9,23,26,3,6,Low,Medium,Moderate,Family & Friends,8,Peer Pressure,No
Iowa,Female,Smokeless Tobacco Use (Youth),0.7,55,1,20,0,Low,High,Sedentary,None,1,Family Influence,No
Michigan,Male,Smokeless Tobacco Use (Youth),4.0,59,8,4,7,Low,Medium,Moderate,None,3,Stress Relief,No
Mississippi,Overall,Smokeless Tobacco Use (Youth),16.0,45,4,2,1,Medium,Medium,Moderate,Family & Friends,8,Curiosity,No
Hawaii,Overall,Smokeless Tobacco Use (Youth),2.1,18,21,36,7,Low,High,Moderate,Professional Help,7,Peer Pressure,No
Kansas,Male,Smokeless Tobacco Use (Youth),3.4,52,22,23,3,Medium,Low,Active,Family & Friends,0,Media Influence,Yes
Ohio,Female,Cigarette Use (Youth),33.0,57,37,19,7,High,High,Sedentary,None,8,Curiosity,No
South Carolina,Male,Smokeless Tobacco Use (Youth),19.4,25,3,8,0,Low,Medium,Sedentary,Family & Friends,9,Peer Pressure,No
Illinois,Female,Smokeless Tobacco Use (Youth),3.0,24,19,16,4,Medium,Low,Moderate,None,1,Media Influence,No
Mississippi,Female,Cigarette Use (Youth),16.9,28,1,18,8,Medium,Low,Sedentary,None,0,Media Influence,No
Louisiana,Male,Cigarette Use (Youth),6.0,56,29,36,6,Medium,Low,Moderate,Family & Friends,1,Stress Relief,Yes
Ohio,Male,Smokeless Tobacco Use (Youth),5.7,21,23,24,2,Low,Low,Moderate,Family & Friends,9,Family Influence,No
Minnesota,Male,Cigarette Use (Youth),15.1,42,33,1,3,Medium,Medium,Moderate,None,5,Stress Relief,No
Minnesota,Overall,Smokeless Tobacco Use (Youth),2.2,29,23,1,9,Low,High,Moderate,Professional Help,1,Media Influence,Yes
Mississippi,Female,Cigarette Use (Youth),9.1,43,5,36,6,Low,High,Active,Professional Help,0,Curiosity,Yes
Wisconsin,Overall,Cigarette Use (Youth),2.5,55,7,11,5,High,Low,Moderate,None,4,Family Influence,No
Kentucky,Overall,Cessation (Youth),44.8,29,6,18,3,High,Low,Sedentary,Professional Help,1,Media Influence,Yes
West Virginia,Overall,Cigarette Use (Youth),41.6,54,22,16,2,Low,High,Active,None,3,Family Influence,No
North Dakota,Male,Smokeless Tobacco Use (Youth),3.4,41,13,17,1,High,Low,Sedentary,None,7,Curiosity,No
Iowa,Female,Cessation (Youth),56.8,33,12,24,9,Medium,High,Active,None,9,Peer Pressure,No
Alabama,Male,Smokeless Tobacco Use (Youth),8.9,30,4,34,8,Low,High,Moderate,Family & Friends,5,Peer Pressure,No
Hawaii,Male,Cigarette Use (Youth),6.8,42,8,4,2,High,Low,Active,Family & Friends,7,Media Influence,No
North Carolina,Male,Smokeless Tobacco Use (Youth),17.3,21,37,35,6,Medium,High,Sedentary,Family & Friends,4,Media Influence,Yes
North Dakota,Overall,Cessation (Youth),49.5,28,31,15,0,Low,High,Active,None,1,Stress Relief,No
Utah,Male,Smokeless Tobacco Use (Youth),14.3,49,37,2,7,Medium,High,Active,Family & Friends,0,Media Influence,Yes
Wisconsin,Male,Smokeless Tobacco Use (Youth),4.2,24,26,31,0,Low,Low,Moderate,Professional Help,7,Peer Pressure,No
South Carolina,Overall,Smokeless Tobacco Use (Youth),13.4,28,8,9,1,High,Medium,Moderate,Professional Help,0,Peer Pressure,Yes
Delaware,Female,Cigarette Use (Youth),0.5,45,33,10,0,Medium,Medium,Active,Family & Friends,9,Stress Relief,No
North Carolina,Female,Cigarette Use (Youth),0.4,58,29,25,3,High,Medium,Moderate,Family & Friends,8,Curiosity,No
Illinois,Overall,Smokeless Tobacco Use (Youth),0.9,40,5,5,1,Medium,Medium,Moderate,None,3,Family Influence,No
Connecticut,Female,Cigarette Use (Youth),0.4,40,28,14,0,Medium,Medium,Active,Family & Friends,5,Peer Pressure,No
Alabama,Male,Cigarette Use (Youth),41.4,45,17,38,0,Medium,Low,Sedentary,Family & Friends,5,Family Influence,No
Massachusetts,Female,Smokeless Tobacco Use (Youth),7.8,43,23,2,1,Medium,Low,Moderate,Family & Friends,2,Media Influence,Yes
Iowa,Female,Smokeless Tobacco Use (Youth),7.4,42,9,18,5,High,Medium,Active,None,0,Media Influence,No
New Hampshire,Male,Cigarette Use (Youth),46.6,46,2,29,1,Medium,Medium,Active,Professional Help,5,Curiosity,No
New Jersey,Female,Cigarette Use (Youth),13.3,36,32,20,1,High,High,Active,None,9,Family Influence,No
Hawaii,Overall,Cigarette Use (Youth),10.3,50,31,8,7,Medium,High,Sedentary,Family & Friends,4,Peer Pressure,Yes
Tennessee,Overall,Smokeless Tobacco Use (Youth),12.3,53,7,37,4,Low,High,Sedentary,Family & Friends,3,Stress Relief,Yes
Georgia,Male,Cigarette Use (Youth),10.8,31,30,26,7,Low,Medium,Sedentary,Professional Help,8,Peer Pressure,No
Missouri,Overall,Smokeless Tobacco Use (Youth),19.1,31,3,37,7,Medium,Medium,Moderate,Family & Friends,3,Family Influence,Yes
Tennessee,Female,Smokeless Tobacco Use (Youth),0.3,52,9,4,1,Low,Low,Active,None,0,Family Influence,No
Indiana,Female,Smokeless Tobacco Use (Youth),1.4,47,10,33,6,Medium,High,Active,None,9,Peer Pressure,No
South Carolina,Overall,Smokeless Tobacco Use (Youth),22.7,45,26,22,8,High,High,Sedentary,None,5,Peer Pressure,No
South Carolina,Male,Smokeless Tobacco Use (Youth),11.7,34,1,6,7,Low,Low,Moderate,None,6,Curiosity,No
Louisiana,Overall,Cigarette Use (Youth),41.0,20,30,33,8,Medium,Low,Moderate,Family & Friends,0,Media Influence,Yes
Indiana,Male,Smokeless Tobacco Use (Youth),11.8,33,38,28,7,Medium,Low,Active,None,8,Curiosity,No
Colorado,Male,Cessation (Youth),49.3,47,15,24,3,High,High,Sedentary,Family & Friends,9,Peer Pressure,No
New Hampshire,Overall,Smokeless Tobacco Use (Youth),1.5,46,25,4,9,High,Low,Active,None,1,Peer Pressure,No
Georgia,Male,Smokeless Tobacco Use (Youth),6.8,32,6,2,6,Medium,Medium,Sedentary,Professional Help,6,Stress Relief,No
New Hampshire,Female,Smokeless Tobacco Use (Youth),0.0,42,18,13,8,Medium,Medium,Sedentary,Professional Help,7,Media Influence,No
Idaho,Male,Smokeless Tobacco Use (Youth),15.3,55,1,11,8,Medium,Medium,Active,None,7,Stress Relief,No
Hawaii,Female,Cigarette Use (Youth),0.1,59,3,35,3,Medium,Low,Sedentary,Professional Help,0,Media Influence,Yes
